batch_id,line,machine,shift,material_lot,operator_tenure_months,target_cycle_time_sec,actual_cycle_time_sec,ambient_temp_c,humidity_pct,pressure_bar,vibration_mm_s,tool_age_hours,planned_runtime_min,actual_runtime_min,unplanned_downtime_min,planned_units,good_units,defect_units,scrap_cost_inr,rework_minutes,defect_rate
741,Line_A,M08,Evening,L034,29.3,42.97,42.31,33.5,47.0,5.405,0.749,26.13,423.12,418.14,4.98,355,350,5,220.52,3.56,0.01408
742,Line_A,M14,Evening,L042,28.4,47.64,51.54,37.39,50.22,5.345,1.167,49.66,443.03,417.45,25.58,201,192,9,365.57,4.69,0.04478
743,Line_D,M15,Morning,L120,84.0,49.07,46.6,28.67,57.03,4.861,1.038,10.32,408.62,392.92,15.7,192,190,2,78.15,1.19,0.01042
744,Line_A,M03,Night,L102,12.6,51.64,53.24,27.81,39.89,4.822,0.926,4.28,434.44,415.38,19.06,219,212,7,273.9,4.42,0.03196
745,Line_B,M14,Evening,L013,21.3,46.75,43.5,31.04,61.99,6.157,1.211,27.39,430.68,429.13,1.55,242,233,9,429.86,5.0,0.03719
746,Line_B,M11,Morning,L088,14.0,44.7,45.84,23.51,48.88,4.991,0.782,46.88,405.66,393.27,12.39,326,311,15,624.08,5.54,0.04601
747,Line_B,M09,Morning,L079,45.7,45.29,44.93,27.03,64.49,5.245,0.868,78.95,402.77,389.44,13.33,416,391,25,1118.83,11.92,0.0601
748,Line_B,M02,Night,L018,32.5,52.65,52.77,32.21,43.94,5.364,1.386,70.46,408.42,394.69,13.73,201,195,6,251.91,2.94,0.02985
749,Line_D,M10,Night,L024,32.7,42.84,40.98,24.33,57.37,5.212,0.835,22.46,413.63,411.39,2.24,221,217,4,215.96,2.13,0.0181
750,Line_D,M07,Night,L059,21.1,44.79,44.2,29.82,45.59,5.009,1.081,19.22,413.04,396.26,16.78,305,294,11,409.33,6.8,0.03607
751,Line_A,M01,Morning,L086,21.8,48.48,47.63,28.1,65.01,5.699,1.169,41.66,429.18,422.4,6.78,229,226,3,119.53,2.05,0.0131
752,Line_B,M03,Morning,L055,21.5,47.35,50.06,36.07,56.73,5.133,1.066,23.3,448.55,431.66,16.89,356,342,14,488.77,8.82,0.03933
753,Line_A,M02,Evening,L066,28.6,45.64,45.31,32.45,59.9,5.73,0.687,33.45,396.61,376.29,20.32,233,231,2,77.53,1.19,0.00858
754,Line_B,M05,Evening,L072,14.7,39.03,38.66,28.6,48.85,4.776,0.802,51.62,425.09,404.41,20.69,408,397,11,396.25,5.73,0.02696
755,Line_C,M03,Evening,L008,16.6,39.77,39.38,27.14,42.49,5.692,0.778,19.32,430.77,427.22,3.54,372,352,20,700.4,8.75,0.05376
756,Line_A,M14,Evening,L030,16.8,51.0,53.43,30.7,53.37,4.809,1.063,6.3,443.41,440.82,2.59,341,335,6,271.18,3.15,0.0176
757,Line_B,M05,Night,L107,26.4,54.87,54.85,31.87,65.13,5.617,0.935,62.82,411.28,381.95,29.33,383,371,12,572.89,4.96,0.03133
758,Line_D,M07,Evening,L050,24.6,39.26,42.38,34.05,38.02,5.258,0.894,23.18,438.16,426.68,11.47,300,294,6,216.36,4.0,0.02
759,Line_A,M12,Morning,L100,19.8,43.05,45.86,28.08,65.02,4.662,0.509,13.88,441.24,434.91,6.33,261,253,8,323.83,4.21,0.03065
760,Line_B,M02,Morning,L107,14.7,43.13,40.9,32.2,48.97,5.291,0.727,53.93,394.23,389.88,4.36,314,303,11,539.84,7.23,0.03503
761,Line_C,M06,Evening,L116,17.8,48.01,46.92,31.62,36.62,5.249,0.557,14.58,426.74,420.15,6.58,235,217,18,776.55,10.99,0.0766
762,Line_A,M04,Morning,L062,14.4,49.79,51.73,36.86,63.12,5.472,0.642,39.69,419.75,415.53,4.21,340,327,13,630.5,6.93,0.03824
763,Line_A,M09,Evening,L013,27.8,44.86,43.43,31.82,58.53,6.147,0.828,19.34,435.05,416.26,18.79,321,311,10,407.74,5.99,0.03115
764,Line_A,M14,Morning,L066,17.1,39.79,41.37,33.31,50.03,5.09,0.639,52.99,388.9,386.17,2.73,402,397,5,184.14,4.45,0.01244
765,Line_D,M09,Evening,L005,21.4,55.39,56.73,21.97,64.93,4.873,1.092,10.8,413.5,391.39,22.11,415,397,18,840.4,6.64,0.04337
766,Line_A,M07,Morning,L025,31.0,47.74,51.56,30.83,54.64,5.454,0.666,29.3,386.28,366.9,19.38,235,231,4,193.23,2.28,0.01702
767,Line_A,M02,Morning,L082,10.1,42.05,45.79,27.3,60.16,5.442,0.994,19.84,433.67,426.65,7.02,185,183,2,76.2,1.32,0.01081
768,Line_A,M15,Morning,L005,33.2,44.25,42.84,30.02,59.89,5.131,1.067,11.92,426.42,420.88,5.53,342,338,4,189.25,1.99,0.0117
769,Line_A,M08,Evening,L012,30.0,54.82,57.33,29.55,49.59,4.991,0.862,38.24,403.59,398.48,5.11,275,273,2,96.85,1.23,0.00727
770,Line_C,M09,Evening,L120,36.4,42.17,43.62,29.64,45.82,5.741,0.799,27.57,445.1,434.41,10.68,233,218,15,773.89,9.31,0.06438
771,Line_A,M09,Evening,L067,21.6,57.99,61.87,33.44,47.86,4.922,0.778,47.1,442.5,434.33,8.16,347,333,14,671.6,8.49,0.04035
772,Line_C,M09,Night,L063,34.5,45.78,42.76,38.93,53.81,5.097,0.549,62.5,444.28,421.19,23.08,267,241,26,1044.16,19.89,0.09738
773,Line_C,M02,Evening,L047,47.5,40.88,43.04,31.36,49.7,4.948,1.319,1.0,433.49,428.36,5.13,265,261,4,159.42,2.13,0.01509
774,Line_D,M08,Morning,L008,23.7,45.95,48.79,28.46,48.41,5.225,0.975,8.03,413.46,411.59,1.87,261,259,2,116.0,1.56,0.00766
775,Line_A,M07,Night,L046,37.5,48.66,48.29,34.14,59.24,5.634,0.71,17.27,381.61,373.07,8.55,320,299,21,816.09,14.76,0.06562
776,Line_D,M13,Evening,L034,40.0,47.55,46.69,36.52,57.29,5.125,0.753,4.54,436.98,422.36,14.62,181,170,11,484.7,5.84,0.06077
777,Line_C,M07,Evening,L093,17.6,49.53,48.67,31.73,46.57,4.637,0.773,50.65,415.2,400.92,14.28,218,198,20,790.91,10.35,0.09174
778,Line_A,M14,Evening,L059,35.2,49.42,53.85,33.6,53.18,6.083,0.48,13.8,427.89,418.44,9.44,193,188,5,215.57,2.91,0.02591
779,Line_C,M11,Morning,L111,30.9,44.62,43.96,33.42,40.38,5.378,0.884,29.95,408.69,405.68,3.0,288,280,8,282.53,4.73,0.02778
780,Line_D,M03,Night,L087,30.4,52.95,45.16,28.79,58.55,5.282,1.22,5.3,423.72,423.1,0.62,213,205,8,380.35,4.81,0.03756
781,Line_A,M15,Night,L116,62.9,48.5,50.83,35.99,41.43,4.991,1.065,51.73,419.79,416.87,2.92,316,304,12,543.23,6.45,0.03797
782,Line_D,M07,Night,L018,30.4,51.8,54.35,27.76,42.86,5.594,1.08,17.06,432.96,420.53,12.43,316,307,9,393.83,5.96,0.02848
783,Line_B,M12,Evening,L059,31.9,49.0,47.51,33.5,54.25,5.789,1.053,45.09,450.27,435.72,14.55,329,317,12,414.48,5.99,0.03647
784,Line_C,M05,Morning,L036,19.9,47.91,47.96,26.32,58.9,4.796,0.617,20.79,425.62,400.1,25.51,334,319,15,522.09,11.14,0.04491
785,Line_D,M13,Morning,L029,24.0,48.14,51.35,32.33,57.21,4.448,1.033,52.63,430.65,414.97,15.68,395,373,22,962.55,7.92,0.0557
786,Line_B,M15,Evening,L108,45.3,49.52,51.18,23.59,54.94,4.859,0.912,20.99,397.9,376.47,21.43,263,256,7,330.13,4.89,0.02662
787,Line_D,M01,Morning,L075,26.7,48.91,46.52,33.42,50.26,5.097,0.9,128.08,402.32,376.79,25.53,419,397,22,911.19,14.94,0.05251
788,Line_B,M12,Morning,L048,29.3,55.11,56.07,33.64,52.28,5.355,0.878,16.85,433.78,431.91,1.87,316,311,5,205.81,1.66,0.01582
789,Line_D,M12,Morning,L019,43.1,43.59,42.65,32.61,43.63,5.601,0.891,26.67,422.46,414.04,8.42,192,191,1,38.79,0.49,0.00521
790,Line_C,M05,Night,L103,39.1,41.08,41.15,31.77,45.05,4.948,0.915,7.57,410.11,401.43,8.67,218,192,26,1139.79,15.95,0.11927
791,Line_A,M07,Night,L114,25.5,42.83,41.82,28.87,38.07,4.725,0.669,20.86,407.71,405.56,2.15,269,256,13,481.86,8.39,0.04833
792,Line_B,M07,Night,L026,22.6,47.25,53.22,36.14,52.59,4.898,0.67,28.33,440.13,434.25,5.89,266,247,19,838.2,10.61,0.07143
793,Line_B,M08,Night,L024,14.6,58.17,60.28,30.48,41.16,5.353,0.508,12.93,444.7,436.39,8.32,362,351,11,537.05,4.0,0.03039
794,Line_A,M07,Night,L007,42.8,50.05,45.13,32.73,46.29,5.264,1.045,41.16,448.02,445.69,2.33,419,405,14,675.21,8.19,0.03341
795,Line_A,M15,Morning,L004,33.5,47.43,50.95,35.8,48.23,5.375,0.91,40.51,439.41,428.77,10.64,397,390,7,312.18,4.58,0.01763
796,Line_B,M15,Evening,L089,22.1,42.78,44.34,26.79,42.48,5.292,0.731,20.63,429.29,426.08,3.2,277,266,11,506.95,7.6,0.03971
797,Line_A,M16,Evening,L034,24.5,45.98,46.3,33.97,64.08,5.184,0.513,82.87,403.34,385.38,17.96,357,344,13,444.37,5.63,0.03641
798,Line_A,M08,Morning,L058,15.9,39.33,45.2,37.45,33.38,5.782,0.661,17.15,387.7,376.95,10.76,298,289,9,369.06,3.64,0.0302
799,Line_C,M12,Evening,L005,37.3,54.69,57.02,29.65,34.63,4.978,0.832,10.34,414.38,404.69,9.69,187,182,5,188.25,2.91,0.02674
800,Line_C,M01,Morning,L067,36.9,43.04,49.54,33.36,29.14,5.124,0.763,48.52,432.94,425.9,7.03,299,290,9,358.87,4.23,0.0301
801,Line_C,M01,Evening,L013,36.2,59.38,55.11,29.56,48.63,5.348,1.191,28.18,442.77,438.8,3.96,417,395,22,1058.15,9.88,0.05276
802,Line_B,M12,Night,L040,13.0,52.43,54.66,24.74,53.33,5.941,0.789,31.19,418.31,388.47,29.84,402,392,10,453.94,4.51,0.02488
803,Line_D,M11,Morning,L096,16.7,48.58,50.17,32.46,47.62,5.527,1.067,53.62,410.55,408.5,2.05,185,181,4,131.16,2.53,0.02162
804,Line_C,M02,Morning,L110,50.0,46.58,46.41,28.52,69.68,4.868,1.014,25.08,424.48,416.04,8.43,214,201,13,592.36,7.28,0.06075
805,Line_A,M11,Night,L020,12.9,47.46,50.54,38.94,30.45,5.685,0.78,16.3,416.61,411.24,5.37,186,172,14,535.22,7.46,0.07527
806,Line_A,M11,Night,L019,31.8,49.48,48.65,27.53,48.68,5.699,1.179,2.92,431.71,429.86,1.85,388,380,8,345.26,6.23,0.02062
807,Line_C,M12,Night,L009,21.0,42.64,43.16,33.87,52.99,4.273,0.702,74.49,412.7,393.85,18.85,325,297,28,1125.94,10.71,0.08615
808,Line_A,M09,Morning,L009,36.7,47.6,50.66,29.06,59.66,5.173,0.898,25.73,389.62,370.79,18.82,359,348,11,548.99,7.52,0.03064
809,Line_B,M13,Evening,L101,29.9,40.65,39.24,31.39,48.8,4.709,1.25,39.34,404.2,382.21,21.98,253,241,12,448.27,3.81,0.04743
810,Line_D,M13,Morning,L117,26.7,50.39,54.41,24.28,56.9,5.513,0.888,36.37,440.1,371.22,68.88,320,309,11,510.52,3.48,0.03438
811,Line_A,M10,Evening,L049,14.4,41.82,40.0,32.57,55.7,4.989,0.759,54.93,448.83,444.63,4.2,336,330,6,312.37,3.31,0.01786
812,Line_A,M09,Morning,L110,7.8,45.84,46.04,31.38,46.87,5.264,0.76,64.15,464.37,453.13,11.23,306,293,13,431.26,7.21,0.04248
813,Line_D,M13,Morning,L090,30.5,51.27,51.76,29.96,45.7,5.253,0.917,40.19,428.46,403.84,24.62,278,267,11,404.42,4.88,0.03957
814,Line_C,M03,Night,L047,20.0,48.43,49.39,37.65,66.47,5.507,0.605,21.17,394.58,387.62,6.96,335,309,26,1025.34,17.69,0.07761
815,Line_A,M16,Evening,L094,20.2,48.28,56.41,31.14,49.76,4.531,0.857,150.32,381.95,334.15,47.8,410,377,33,1112.76,26.9,0.08049
816,Line_D,M15,Morning,L005,11.6,42.7,36.85,36.23,73.96,5.342,1.007,26.91,408.33,404.95,3.39,240,223,17,615.22,10.64,0.07083
817,Line_D,M09,Night,L099,16.5,40.94,43.2,30.47,54.29,5.46,1.055,165.35,416.43,406.58,9.86,184,165,19,716.38,15.48,0.10326
818,Line_C,M15,Evening,L046,6.6,48.43,47.82,26.75,44.99,4.422,1.318,8.8,415.38,406.85,8.54,274,247,27,892.84,15.32,0.09854
819,Line_C,M12,Morning,L045,48.1,49.23,52.73,26.11,47.15,4.929,0.891,23.51,402.55,381.6,20.95,286,272,14,586.87,8.66,0.04895
820,Line_A,M07,Morning,L003,29.8,45.02,45.91,33.26,62.42,5.017,0.684,72.81,437.25,422.21,15.04,407,403,4,176.04,1.5,0.00983
821,Line_A,M07,Evening,L003,9.4,48.08,48.44,31.52,61.06,5.202,0.769,38.18,444.59,439.91,4.68,276,271,5,189.16,3.02,0.01812
822,Line_C,M10,Morning,L064,17.8,42.74,43.35,22.27,73.94,4.97,1.083,60.25,417.66,410.68,6.97,246,236,10,389.53,5.12,0.04065
823,Line_B,M05,Night,L065,11.8,44.57,44.84,30.11,51.34,5.263,0.995,30.3,396.19,390.05,6.14,331,312,19,738.2,12.24,0.0574
824,Line_C,M09,Night,L101,34.7,45.66,43.01,31.59,43.02,5.33,0.889,76.12,435.75,410.95,24.8,200,182,18,894.23,10.5,0.09
825,Line_D,M07,Night,L032,19.2,51.44,56.2,30.36,53.29,4.937,1.002,71.92,391.3,382.89,8.41,261,249,12,538.92,6.92,0.04598
826,Line_A,M09,Morning,L039,19.8,40.73,38.78,31.19,39.82,4.936,0.767,23.0,430.33,399.67,30.66,393,379,14,539.04,7.28,0.03562
827,Line_C,M07,Morning,L118,28.7,44.38,45.57,31.51,48.67,4.562,0.99,11.07,397.29,388.09,9.2,245,232,13,641.41,8.56,0.05306
828,Line_A,M02,Evening,L080,13.1,46.51,45.79,35.15,51.37,4.907,0.626,37.18,431.22,419.17,12.05,321,314,7,278.31,3.87,0.02181
829,Line_D,M12,Evening,L025,22.3,53.53,57.87,32.23,63.13,5.229,1.065,50.85,449.03,438.2,10.83,256,241,15,632.13,7.86,0.05859
830,Line_A,M08,Night,L045,29.4,46.92,47.01,34.3,57.64,5.457,0.727,48.4,403.72,399.16,4.56,295,286,9,331.56,4.01,0.03051
831,Line_C,M04,Evening,L098,45.8,38.4,38.75,33.47,50.7,5.04,0.697,26.32,432.29,420.99,11.3,318,295,23,1013.32,16.44,0.07233
832,Line_C,M04,Morning,L074,28.3,40.46,46.3,32.36,51.71,4.989,1.092,22.78,395.73,359.83,35.89,202,191,11,460.22,7.44,0.05446
833,Line_B,M09,Evening,L097,18.6,46.13,45.8,35.73,49.5,5.355,0.696,25.96,417.52,406.14,11.38,386,366,20,786.86,7.75,0.05181
834,Line_C,M13,Night,L056,27.0,50.83,57.93,33.51,50.91,5.659,0.816,15.11,415.93,393.45,22.48,231,212,19,762.22,10.43,0.08225
835,Line_C,M05,Night,L009,17.2,47.63,49.16,33.39,53.78,5.805,1.085,28.23,404.61,387.42,17.19,418,390,28,1186.34,15.18,0.06699
836,Line_C,M14,Night,L079,22.9,52.13,53.95,28.86,61.98,6.129,0.916,25.21,404.27,395.79,8.47,186,172,14,500.57,5.23,0.07527
837,Line_C,M13,Evening,L017,48.3,43.7,46.47,31.16,72.81,4.85,1.039,56.71,419.92,392.27,27.65,310,282,28,1279.3,13.06,0.09032
838,Line_D,M01,Morning,L075,25.1,44.66,47.64,32.08,62.86,5.278,0.763,33.73,425.76,422.42,3.34,211,207,4,177.98,3.26,0.01896
839,Line_B,M03,Night,L052,54.5,44.51,47.88,36.34,49.38,5.625,0.533,67.25,427.25,412.83,14.42,305,294,11,436.52,3.61,0.03607
840,Line_B,M12,Night,L011,13.8,45.02,41.86,24.59,48.32,5.013,0.873,9.93,427.96,418.34,9.62,345,330,15,608.44,11.11,0.04348
841,Line_A,M09,Evening,L048,24.1,57.49,59.97,37.66,39.51,5.36,0.661,56.45,402.09,379.17,22.92,343,326,17,895.92,12.22,0.04956
842,Line_D,M02,Morning,L064,15.5,54.9,54.38,34.58,45.51,5.223,1.098,31.91,441.24,426.87,14.37,414,399,15,482.24,7.54,0.03623
843,Line_C,M16,Morning,L112,8.9,50.09,54.62,28.04,56.67,4.643,0.924,27.25,405.39,397.54,7.85,338,322,16,658.49,5.79,0.04734
844,Line_B,M01,Morning,L002,12.5,50.61,50.2,29.92,48.1,4.936,0.97,27.74,396.63,388.59,8.03,415,400,15,682.36,11.06,0.03614
845,Line_A,M07,Morning,L109,22.5,50.75,55.13,33.82,38.71,5.287,0.785,50.87,401.78,391.9,9.88,414,403,11,393.72,6.35,0.02657
846,Line_D,M01,Night,L120,42.3,46.33,49.67,26.67,44.64,5.66,0.813,38.04,396.53,391.54,4.99,355,346,9,396.28,4.76,0.02535
847,Line_B,M15,Evening,L061,23.4,58.42,58.9,29.22,66.66,5.398,0.882,28.56,408.05,399.14,8.91,330,318,12,457.46,6.72,0.03636
848,Line_C,M08,Morning,L035,23.8,49.31,54.44,27.87,55.42,5.181,0.675,40.28,429.53,418.06,11.47,370,357,13,514.01,3.25,0.03514
849,Line_A,M10,Morning,L012,21.1,45.66,45.06,30.79,50.4,4.78,1.082,35.33,419.49,411.88,7.61,285,283,2,91.0,1.32,0.00702
850,Line_D,M14,Morning,L076,22.6,49.31,46.48,22.3,68.51,4.635,0.698,33.24,408.74,406.62,2.12,260,247,13,554.41,5.74,0.05
851,Line_A,M05,Evening,L104,12.7,42.53,45.31,31.1,60.24,5.722,1.02,66.95,393.07,378.04,15.03,278,274,4,148.42,2.09,0.01439
852,Line_A,M05,Evening,L043,4.8,53.16,56.84,31.61,66.46,4.471,1.041,72.97,411.95,383.41,28.54,224,211,13,463.6,7.16,0.05804
853,Line_D,M11,Night,L074,23.9,44.3,44.94,30.32,54.46,5.363,0.416,67.19,435.56,424.54,11.01,328,316,12,536.8,9.2,0.03659
854,Line_D,M15,Morning,L088,43.7,49.65,47.11,27.32,64.64,5.667,0.733,30.89,399.89,388.27,11.62,306,290,16,639.71,9.93,0.05229
855,Line_A,M03,Night,L045,38.8,46.83,48.35,28.67,61.28,4.535,0.594,56.59,413.47,403.71,9.77,366,344,22,710.64,15.05,0.06011
856,Line_B,M07,Morning,L003,48.0,47.18,48.3,30.65,66.19,5.84,0.943,30.69,415.26,401.02,14.24,296,292,4,153.23,1.7,0.01351
857,Line_C,M05,Night,L009,13.7,51.26,53.51,27.92,49.71,4.626,0.753,40.0,424.33,419.45,4.88,394,362,32,1570.51,18.86,0.08122
858,Line_D,M04,Evening,L096,31.1,51.54,52.74,28.99,39.13,5.158,0.748,19.73,414.2,367.88,46.31,271,259,12,546.53,5.98,0.04428
859,Line_B,M04,Night,L027,54.6,47.2,47.62,29.17,42.01,4.99,0.315,10.85,404.26,391.88,12.38,224,216,8,314.07,2.39,0.03571
860,Line_B,M08,Night,L053,29.5,47.29,43.21,32.8,61.72,4.441,1.073,76.23,386.3,375.05,11.25,379,356,23,968.31,7.93,0.06069
861,Line_C,M02,Evening,L119,20.2,54.25,54.44,31.28,50.26,4.841,0.847,108.34,420.31,403.8,16.52,210,197,13,572.53,6.24,0.0619
862,Line_C,M11,Evening,L115,13.3,35.56,37.52,25.24,59.43,5.71,0.664,8.03,404.66,388.34,16.32,196,188,8,393.53,2.68,0.04082
863,Line_D,M03,Morning,L089,48.3,53.45,52.19,24.19,51.58,5.527,1.09,22.48,417.07,397.26,19.81,321,314,7,293.55,4.03,0.02181
864,Line_C,M09,Morning,L081,26.1,50.6,53.89,32.81,41.78,5.762,0.755,20.77,456.75,441.88,14.87,341,323,18,770.18,11.51,0.05279
865,Line_A,M04,Morning,L102,7.3,56.66,53.74,30.25,41.28,5.251,0.775,26.33,407.53,401.49,6.05,374,356,18,725.04,13.23,0.04813
866,Line_D,M08,Morning,L041,15.4,45.93,46.85,26.49,50.15,5.093,1.019,24.44,430.86,424.28,6.58,212,209,3,118.45,2.11,0.01415
867,Line_D,M03,Morning,L058,7.8,45.36,44.49,32.88,45.75,4.555,0.985,31.06,428.55,422.18,6.37,261,248,13,480.83,7.91,0.04981
868,Line_D,M04,Morning,L091,23.9,41.1,40.17,26.81,43.65,4.977,1.07,4.6,393.09,387.84,5.25,236,225,11,447.97,4.55,0.04661
869,Line_A,M06,Night,L043,16.3,51.06,50.44,29.1,47.19,5.255,0.929,50.19,430.89,429.54,1.35,372,359,13,560.63,7.08,0.03495
870,Line_A,M12,Night,L081,12.8,41.04,42.56,32.42,57.48,4.923,0.933,30.34,426.38,423.08,3.3,280,273,7,363.89,4.55,0.025
871,Line_C,M07,Night,L025,8.9,52.53,55.43,35.61,46.98,4.752,0.94,30.58,417.08,411.53,5.55,333,312,21,935.13,9.8,0.06306
872,Line_A,M06,Morning,L046,4.9,41.75,41.91,25.74,47.41,4.766,1.038,15.13,418.35,414.81,3.54,204,198,6,311.63,1.58,0.02941
873,Line_D,M10,Night,L073,17.5,51.6,52.66,28.63,58.3,5.573,0.932,40.42,421.88,412.36,9.52,256,245,11,474.81,4.21,0.04297
874,Line_B,M16,Morning,L071,27.2,48.42,51.12,30.17,66.43,4.765,1.071,27.02,428.68,424.24,4.44,272,269,3,135.17,2.33,0.01103
875,Line_C,M13,Morning,L082,20.2,48.04,51.13,31.59,49.67,4.671,0.943,1.19,421.91,410.88,11.03,214,192,22,897.0,10.76,0.1028
876,Line_D,M07,Morning,L010,7.1,51.41,49.38,26.34,43.71,5.121,0.511,55.25,418.18,415.21,2.97,405,394,11,422.06,6.09,0.02716
877,Line_B,M09,Morning,L048,20.3,37.29,42.82,29.2,51.35,5.285,1.122,9.1,434.76,412.36,22.39,239,228,11,422.21,7.65,0.04603
878,Line_B,M04,Morning,L111,32.6,49.74,52.37,29.62,59.17,5.482,0.999,55.25,437.06,390.26,46.8,210,200,10,390.25,6.95,0.04762
879,Line_C,M12,Night,L070,16.4,49.57,56.09,36.81,45.53,4.788,1.18,11.72,447.0,441.62,5.39,209,197,12,470.07,5.05,0.05742
880,Line_C,M14,Night,L016,22.4,49.31,52.37,31.42,61.4,4.801,0.991,13.38,369.71,364.41,5.29,330,313,17,510.0,10.93,0.05152
881,Line_B,M14,Evening,L110,26.4,49.33,42.39,32.73,55.17,5.897,1.131,29.12,409.06,403.44,5.63,285,278,7,274.56,4.14,0.02456
882,Line_C,M04,Morning,L087,7.9,41.2,40.83,26.5,58.37,5.045,0.771,13.05,414.63,391.25,23.38,323,306,17,891.41,6.59,0.05263
883,Line_D,M12,Evening,L037,25.5,45.66,46.93,31.54,47.69,5.346,0.481,16.09,422.92,415.75,7.18,262,258,4,198.55,1.95,0.01527
884,Line_B,M03,Evening,L108,26.2,46.47,46.24,30.9,59.39,4.745,1.115,73.57,416.06,412.79,3.27,275,264,11,422.05,4.54,0.04
885,Line_A,M01,Night,L043,7.4,57.2,55.23,41.65,41.49,5.109,0.81,28.89,429.5,421.15,8.35,399,377,22,921.17,11.77,0.05514
886,Line_B,M12,Morning,L072,34.1,45.49,45.35,26.44,62.26,5.41,0.529,17.95,431.33,416.25,15.07,374,370,4,174.63,2.4,0.0107
887,Line_B,M07,Morning,L064,19.1,46.88,45.52,31.42,61.61,4.794,0.579,119.7,449.12,435.33,13.78,396,371,25,1024.85,11.22,0.06313
888,Line_A,M05,Morning,L075,29.3,51.26,53.86,26.99,56.91,5.188,0.776,57.92,398.28,377.85,20.43,232,231,1,41.79,0.53,0.00431
889,Line_A,M09,Night,L116,35.1,43.17,41.73,31.68,48.23,4.989,0.905,57.88,436.9,434.14,2.76,229,219,10,446.78,5.97,0.04367
890,Line_C,M07,Evening,L043,17.9,46.89,47.22,38.59,48.01,5.339,0.569,24.56,410.83,405.25,5.58,204,194,10,427.76,4.64,0.04902
891,Line_B,M04,Night,L043,19.4,49.68,49.47,34.84,53.55,6.035,1.243,21.68,414.31,376.1,38.21,209,191,18,642.78,9.22,0.08612
892,Line_D,M08,Evening,L078,28.2,49.07,54.24,26.67,61.94,4.578,1.082,93.97,470.0,455.2,14.8,243,226,17,729.12,5.63,0.06996
893,Line_A,M01,Evening,L043,16.6,43.84,44.5,34.73,67.88,5.683,0.851,18.39,410.95,404.46,6.5,356,348,8,364.45,6.78,0.02247
894,Line_A,M13,Morning,L062,24.2,43.95,39.54,29.71,44.8,5.308,1.11,26.94,409.69,384.99,24.7,261,258,3,112.05,2.0,0.01149
895,Line_C,M15,Night,L097,16.3,50.09,47.91,31.66,50.39,4.2,0.565,93.1,423.57,408.19,15.38,218,196,22,896.06,15.28,0.10092
896,Line_D,M10,Morning,L013,17.9,54.24,54.68,28.91,50.03,5.034,0.978,13.99,431.88,420.82,11.06,267,264,3,128.87,1.89,0.01124
897,Line_A,M10,Morning,L002,36.8,49.62,44.04,28.66,50.53,5.212,0.893,16.4,425.13,411.49,13.64,406,401,5,204.9,2.64,0.01232
898,Line_A,M12,Morning,L052,9.2,55.0,63.72,27.32,61.46,5.218,1.132,40.03,377.57,374.2,3.38,315,308,7,317.66,5.11,0.02222
899,Line_A,M08,Morning,L091,38.9,39.36,42.93,32.74,49.91,5.289,0.655,93.01,417.39,406.25,11.14,398,392,6,199.61,2.6,0.01508
900,Line_C,M16,Evening,L030,19.9,52.05,49.91,31.56,58.03,5.04,0.829,26.95,461.02,452.41,8.6,390,364,26,1090.99,10.33,0.06667
901,Line_B,M05,Evening,L086,20.0,49.53,45.7,33.86,59.85,5.497,1.094,45.64,439.51,437.6,1.91,419,401,18,609.3,7.07,0.04296
902,Line_A,M12,Evening,L005,61.7,45.6,48.5,35.19,58.78,4.796,0.734,26.41,431.71,412.67,19.04,349,344,5,218.38,1.78,0.01433
903,Line_A,M05,Morning,L047,7.1,49.12,49.24,28.18,42.09,5.152,0.861,22.08,426.33,421.94,4.39,402,393,9,340.66,5.54,0.02239
904,Line_B,M05,Morning,L080,39.1,55.65,57.36,28.8,56.13,5.2,0.909,110.71,439.5,418.6,20.9,314,295,19,899.95,11.92,0.06051
905,Line_D,M07,Morning,L096,39.8,54.23,49.07,23.9,48.12,5.653,1.241,22.61,426.25,416.72,9.52,205,198,7,254.89,4.38,0.03415
906,Line_C,M13,Morning,L020,5.7,44.64,43.44,37.28,54.02,5.648,0.55,55.96,437.51,421.41,16.1,199,180,19,651.2,13.14,0.09548
907,Line_B,M07,Evening,L009,61.8,49.59,49.79,30.26,57.78,5.411,1.238,116.96,414.18,385.26,28.92,356,334,22,1045.66,13.77,0.0618
908,Line_A,M14,Morning,L048,7.7,54.11,53.6,32.42,39.2,5.246,1.13,31.52,388.12,383.54,4.58,360,352,8,337.98,5.35,0.02222
909,Line_A,M07,Morning,L109,29.8,51.44,53.61,23.21,63.2,4.442,0.795,12.81,396.47,390.14,6.33,236,231,5,178.06,3.66,0.02119
910,Line_B,M07,Morning,L002,12.5,46.06,49.61,25.89,40.32,5.281,0.744,47.69,440.71,431.04,9.67,403,390,13,587.39,6.98,0.03226
911,Line_C,M09,Evening,L115,28.5,46.45,50.6,25.13,48.22,5.385,0.452,133.02,433.31,393.04,40.27,308,277,31,1272.48,17.96,0.10065
912,Line_D,M11,Morning,L091,21.0,39.34,40.93,28.0,53.33,4.705,1.308,22.68,434.28,428.04,6.24,382,370,12,390.4,8.33,0.03141
913,Line_D,M07,Evening,L100,17.9,45.5,47.65,35.44,42.11,4.631,0.944,11.86,448.43,432.33,16.11,389,366,23,1058.22,11.07,0.05913
